월,디비전,국가,거래선,모델,수량,매출,비용1,비용2,비용3,영업이익
202601,Display,PL,Target,NeoQLED_75,403,241079,111115,6700,9840,46250
202510,Appliances,DE,BestBuy,NeoQLED_75,211,264384,82428,58006,25848,88241
202602,Appliances,UK,Costco,QLED85_Q80,209,163401,124959,12632,3339,-9725
202506,Mobile,UK,Walmart,Galaxy_S24U,36,386421,105204,32340,18050,68492
202508,Appliances,UK,Target,Galaxy_ZFold6,325,261052,212345,11487,7570,94941
202607,Display,KR,Target,OLED65_G4,212,383080,228282,18090,3121,79343
202510,Display,UK,Amazon,OLED77_C4,229,25465,26743,57587,18433,112556
202610,Display,PL,Costco,Galaxy_ZFold6,40,108470,186428,61742,6190,47107
202505,Appliances,UK,Amazon,Galaxy_A55,240,298218,25705,41011,23419,121260
202505,Display,US,Walmart,Galaxy_S24U,37,111291,97830,33059,13522,110774
202505,Appliances,DE,Amazon,OLED_Monitor34,98,167076,234620,24399,6628,96344
202509,Display,KR,Amazon,Galaxy_A55,227,314216,26706,54550,2886,122761
202611,Display,DE,Target,OLED77_C4,317,295932,32993,62569,7354,126946
202509,Appliances,DE,BestBuy,QLED85_Q80,363,91036,83598,36784,21187,99023
202603,Mobile,UK,Amazon,Grande_Washer,179,353572,108488,41710,14041,75872
202509,Mobile,UK,Target,OLED65_G4,121,33064,177292,62920,6154,145620
202602,Mobile,KR,BestBuy,NeoQLED_75,201,366638,86010,20471,12082,91145
202506,Appliances,KR,Amazon,Galaxy_A55,276,447959,35106,4333,7145,-4982
202610,Display,DE,Amazon,Bespoke_4Door,363,104665,125579,61896,6004,81651
202608,Appliances,KR,Amazon,Galaxy_ZFold6,113,77145,97375,56510,23345,137350
202508,TV,UK,Costco,Jet_Cleaner,414,417738,62839,15414,6996,135237
202502,TV,PL,Amazon,QLED85_Q80,14,446360,188203,25128,29511,74349
202505,Appliances,UK,Amazon,OLED65_G4,153,56881,228286,40752,23899,24649
202605,TV,DE,Costco,Galaxy_S24U,279,292033,147594,27913,22565,80262
202510,Mobile,UK,Costco,OLED77_C4,473,41614,55227,15437,26853,136766
202602,Mobile,US,Walmart,SmartMonitor_M8,411,233811,135623,21570,26102,122033
202606,Mobile,PL,Target,Jet_Cleaner,278,413089,184271,79515,10473,31663
202501,TV,PL,BestBuy,Grande_Washer,320,462380,23276,35582,8875,35001
202610,Mobile,UK,BestBuy,QLED85_Q80,291,19636,186305,20258,25828,38685
202502,Mobile,KR,Target,Jet_Cleaner,439,211429,238584,39569,5670,45875
202504,Mobile,DE,Amazon,OLED65_G4,466,93518,113228,66101,19089,114595
202601,Appliances,KR,BestBuy,Galaxy_ZFold6,441,488138,38599,66301,1696,30054
202604,Display,UK,BestBuy,OLED65_G4,380,439190,217737,35021,23061,93407
202505,Display,DE,Costco,QLED85_Q80,52,302450,64719,61977,19724,72091
202611,Appliances,PL,Walmart,NeoQLED_75,80,325702,6631,38013,25221,20882
202510,Mobile,DE,Walmart,Jet_Cleaner,212,300989,195800,24638,3176,142042
202605,Mobile,US,Walmart,Bespoke_4Door,330,297489,45340,9837,14048,68873
202511,Appliances,UK,Costco,OLED_Monitor34,143,262059,136824,17643,20886,62375
202505,Appliances,UK,Amazon,Grande_Washer,291,499773,18138,40601,7779,48757
202603,TV,KR,Costco,Grande_Washer,281,222220,14138,65674,17689,120680
202504,Appliances,US,BestBuy,Jet_Cleaner,118,465071,54359,43763,6655,85011
202507,Mobile,KR,BestBuy,Jet_Cleaner,180,329127,152277,4423,29018,85169
202510,Appliances,US,Target,Jet_Cleaner,361,293357,32332,17777,16663,51331
202611,Mobile,PL,Walmart,SmartMonitor_M8,33,205172,125962,59299,20127,112676
202612,TV,DE,BestBuy,Galaxy_A55,448,153723,71446,53213,5452,135503
202504,Appliances,PL,Costco,Galaxy_S24U,439,94051,195261,19685,6874,60706
202608,TV,DE,Costco,Galaxy_S24U,25,56947,58662,56582,22980,78932
202505,Mobile,KR,Target,Galaxy_S24U,225,419925,199222,10680,26480,1645
202505,Mobile,US,Target,NeoQLED_75,251,430748,225450,71279,13721,-1157
202511,Mobile,DE,Target,OLED77_C4,295,425830,196090,17480,27062,31532
202607,Mobile,PL,Target,NeoQLED_75,284,475107,30092,25222,24481,75354
202505,TV,UK,Target,Galaxy_S24U,479,431252,138467,33194,11313,32190
202609,Appliances,UK,Target,OLED65_G4,463,375428,176348,58388,24888,113477
202508,Appliances,UK,Target,QLED85_Q80,475,120099,29394,31457,16464,40297
202507,Mobile,KR,Target,SmartMonitor_M8,346,141715,140106,63015,9304,119002
202508,Mobile,PL,Target,OLED77_C4,173,242369,9420,21547,2855,146167
202601,TV,DE,Target,OLED_Monitor34,138,418538,46346,34484,26461,4517
202505,TV,PL,Walmart,QLED85_Q80,430,48810,175658,35737,15014,144480
202606,Mobile,PL,BestBuy,Jet_Cleaner,424,377637,243408,40209,11364,68765
202612,Mobile,KR,Target,QLED85_Q80,292,445812,186575,14057,14243,61062
202509,Appliances,DE,Costco,Galaxy_A55,224,323305,150989,19161,1048,147742
202502,Appliances,DE,Costco,Galaxy_ZFold6,26,486354,206798,61256,14079,111640
202604,Appliances,PL,BestBuy,Galaxy_ZFold6,65,152693,239431,45853,24469,25865
202602,Mobile,PL,Costco,NeoQLED_75,485,295853,153727,11693,18462,112433
202605,Display,UK,Target,NeoQLED_75,201,420889,127784,64761,29504,149364
202506,TV,PL,Target,Grande_Washer,420,145848,228747,44218,20951,-9915
202503,TV,US,Target,Galaxy_A55,309,335629,86305,18676,5233,68643
202605,TV,UK,BestBuy,Galaxy_S24U,398,122554,101283,3441,20248,98863
202601,Mobile,US,BestBuy,QLED85_Q80,228,66154,205893,61018,8213,113028
202506,Mobile,PL,Walmart,Galaxy_ZFold6,362,160141,38172,59895,24696,77742
202508,TV,PL,Target,QLED85_Q80,253,419684,169926,78736,5210,79222
202506,TV,KR,Amazon,Jet_Cleaner,280,29835,97584,40929,17279,-2012
202604,TV,PL,Costco,SmartMonitor_M8,355,76067,69710,52253,21786,10894
202506,Mobile,KR,Walmart,OLED77_C4,253,147953,179406,58228,17836,140408
202605,Display,KR,Target,OLED77_C4,86,494147,179325,73036,20860,21166
202609,Display,DE,Costco,Galaxy_ZFold6,235,383899,93904,66766,17235,134007
202503,Display,KR,Amazon,Jet_Cleaner,173,295346,65892,43209,7031,125684
202611,Appliances,DE,Amazon,Jet_Cleaner,12,106606,64699,52985,1608,7323
202512,Appliances,DE,Target,Grande_Washer,243,296617,183920,13235,27049,128213
202506,Mobile,UK,Target,Galaxy_ZFold6,233,358043,113803,28740,17490,67583
202609,Display,DE,Target,Galaxy_ZFold6,254,47518,159084,5175,3526,75822
202507,Display,UK,Costco,OLED77_C4,495,198330,68371,57738,28226,148387
202511,Appliances,UK,Costco,Galaxy_A55,143,341335,110423,72167,26308,69270
202509,Display,UK,Walmart,Galaxy_A55,197,207726,114886,44951,25197,17604
202604,TV,PL,BestBuy,QLED85_Q80,479,40339,103046,49304,19367,51363
202505,Appliances,KR,Amazon,OLED_Monitor34,364,223165,142702,71937,13009,140510
202603,TV,KR,Target,Galaxy_ZFold6,178,175786,244016,48692,13595,125216
202609,Display,US,BestBuy,Jet_Cleaner,211,478156,130014,54157,3304,16716
202504,Mobile,US,Amazon,OLED77_C4,348,454664,220439,78286,5124,66009
202505,Display,PL,BestBuy,Galaxy_A55,72,295832,42877,38878,19636,135572
202507,Mobile,DE,BestBuy,Galaxy_S24U,465,48030,194393,53105,8849,39103
202503,TV,US,BestBuy,Galaxy_S24U,292,452992,134991,37994,17399,92302
202504,TV,US,Costco,Bespoke_4Door,11,359397,65885,65861,12467,67823
202603,Display,UK,Walmart,Jet_Cleaner,124,184621,161261,16847,22159,24149
202502,Appliances,US,Costco,Grande_Washer,337,195914,112863,8244,4053,107573
202612,TV,KR,BestBuy,Grande_Washer,231,444204,214995,67077,17797,100589
202505,Mobile,UK,Costco,OLED_Monitor34,385,470324,100445,10005,22500,6817
202507,Mobile,PL,Target,OLED65_G4,104,213826,104463,76689,15879,69463
202610,Appliances,PL,Target,SmartMonitor_M8,390,412665,52668,64674,17373,146942
202605,Display,PL,Target,QLED85_Q80,29,226199,183921,16111,8285,45462
202508,TV,UK,Target,Jet_Cleaner,343,455146,203460,70712,9950,94557
202509,Display,US,BestBuy,OLED77_C4,70,52804,10176,52930,2798,111819
202510,TV,US,Amazon,Bespoke_4Door,164,395384,96390,11452,4302,139943
202511,Display,KR,Walmart,Bespoke_4Door,63,42403,149197,48610,14603,149591
202501,Appliances,UK,Amazon,OLED65_G4,490,329922,186330,14216,20783,15613
202603,Mobile,UK,Walmart,Bespoke_4Door,386,197573,19130,78389,29672,126340
202508,Display,KR,Amazon,Galaxy_S24U,170,26115,66223,62447,8389,50562
202607,Display,US,Target,QLED85_Q80,88,221612,177637,38931,11891,75261
202512,TV,US,Target,OLED_Monitor34,254,309287,107968,51797,1792,78785
202506,Display,DE,Costco,Jet_Cleaner,124,499882,161739,63124,15986,-2233
202510,Display,DE,Costco,OLED_Monitor34,378,487241,218852,72906,13490,9240
202612,Appliances,DE,BestBuy,Galaxy_A55,482,484825,136713,27421,7622,87636
202505,Display,DE,Walmart,OLED65_G4,230,139217,191160,36783,22567,145981
202612,Appliances,US,Walmart,OLED65_G4,478,187946,26602,56291,16996,82741
202507,Appliances,PL,BestBuy,Jet_Cleaner,72,353410,103741,39689,7019,26440
202507,Appliances,UK,Target,NeoQLED_75,214,358708,227549,15680,6045,127670
202611,TV,DE,Costco,Galaxy_S24U,445,411753,104434,46218,2357,51897
202610,Appliances,PL,BestBuy,Jet_Cleaner,128,358357,142276,77546,12586,84715
202610,TV,DE,Target,Galaxy_ZFold6,54,79865,77077,24324,16696,92308
202509,Mobile,KR,Amazon,QLED85_Q80,57,197835,231413,44489,28379,-1622
202603,Appliances,DE,BestBuy,OLED_Monitor34,378,339228,169032,62526,26051,103457
202506,Display,KR,BestBuy,Galaxy_ZFold6,354,240276,34456,10256,29548,120401
202604,Appliances,UK,Target,NeoQLED_75,302,331023,106985,3269,12376,63469
202507,Mobile,DE,Amazon,NeoQLED_75,433,65973,249098,37149,23518,136669
202603,Appliances,KR,Costco,OLED65_G4,114,95739,26497,42747,28945,34004
202611,TV,UK,BestBuy,Bespoke_4Door,68,21059,83603,7082,29352,114044
202502,Mobile,DE,BestBuy,OLED_Monitor34,105,367897,6180,52155,2117,23781
202508,Mobile,DE,BestBuy,OLED_Monitor34,287,248795,146491,21701,18338,21287
202512,TV,US,Costco,Jet_Cleaner,119,449661,227919,38059,18291,45406
202511,TV,PL,Costco,OLED_Monitor34,421,464456,217427,68361,1418,91223
202506,Display,PL,Amazon,Bespoke_4Door,295,214014,106445,77125,10546,81366
202608,Mobile,UK,Amazon,Galaxy_ZFold6,114,411570,225716,41442,12345,19228
202601,Appliances,KR,Walmart,Jet_Cleaner,378,270496,172313,17887,21562,84407
202611,TV,PL,Walmart,OLED65_G4,52,113389,149854,19922,28975,33451
202604,Display,KR,Costco,OLED_Monitor34,240,333780,62452,63011,26518,135671
202508,TV,KR,BestBuy,Grande_Washer,95,304255,13664,59537,17580,-1788
202605,TV,PL,Costco,Grande_Washer,15,21072,107203,56279,28681,5214
202601,Display,PL,Walmart,OLED65_G4,358,27268,145332,69596,14963,134392
202504,Mobile,KR,Walmart,Galaxy_S24U,362,123100,227327,53267,10223,47049
202608,Appliances,KR,Target,Galaxy_S24U,132,182160,137495,53559,21762,144804
202510,TV,DE,Walmart,NeoQLED_75,31,229865,32270,71978,2593,109440
202610,Mobile,DE,Amazon,Jet_Cleaner,162,81802,31536,43887,26059,39014
202608,Display,KR,Target,OLED65_G4,214,388544,48236,47129,24600,77267
202604,Display,PL,Target,Galaxy_A55,33,477671,160769,63497,4255,68129
202605,Display,DE,BestBuy,OLED77_C4,19,443539,55737,66463,29176,95289
202508,Mobile,KR,Walmart,Galaxy_ZFold6,369,410254,159760,7358,20353,130935
202511,Appliances,KR,Walmart,Bespoke_4Door,120,396157,82842,69279,12094,12328
202505,Mobile,UK,Target,Bespoke_4Door,484,292999,85297,73241,16122,131248
202609,Mobile,UK,Costco,OLED_Monitor34,463,358312,56643,22240,11850,48633
202604,Display,KR,Amazon,Jet_Cleaner,255,276147,141935,41135,17884,43983
202612,TV,KR,Walmart,Bespoke_4Door,395,148862,208985,33333,8087,35655
202508,TV,KR,Costco,Bespoke_4Door,188,118828,14588,74245,12599,146311
202609,Display,DE,Walmart,QLED85_Q80,354,162734,181990,50495,7808,96279
202604,TV,US,Costco,Galaxy_S24U,154,143358,57984,69744,9759,44203
202504,Display,DE,Amazon,Jet_Cleaner,152,104604,192644,19243,10639,9905
202506,Mobile,KR,Amazon,OLED_Monitor34,126,161915,159307,50325,7762,84049
202609,Display,DE,Amazon,NeoQLED_75,230,24630,157705,31400,20561,10562
202508,Appliances,US,Amazon,Grande_Washer,404,197634,239835,14964,8998,43566
202509,Appliances,US,BestBuy,Jet_Cleaner,134,181097,207400,5006,8515,33741
202601,Appliances,US,Target,Galaxy_S24U,125,281071,219364,42155,24755,-4060
202605,Mobile,KR,Walmart,OLED65_G4,428,175519,13405,60281,28190,54480
202509,TV,PL,Walmart,SmartMonitor_M8,45,437735,70008,7419,24950,128305
202601,Mobile,PL,Costco,SmartMonitor_M8,164,496749,194448,35233,25193,-883
202509,TV,PL,BestBuy,OLED77_C4,216,327551,179812,45223,1498,59606
202506,Mobile,UK,Walmart,OLED77_C4,364,411778,122908,19771,18616,-8905
202510,Mobile,PL,Amazon,Galaxy_S24U,303,287030,165930,71847,2667,26871
202505,Appliances,KR,Walmart,SmartMonitor_M8,92,189225,170770,59673,24438,13664
202507,Mobile,KR,Costco,Grande_Washer,51,81165,145232,19506,19611,123964
202511,Appliances,UK,Walmart,Galaxy_ZFold6,11,120061,42261,31196,8645,118263
202612,Mobile,KR,Costco,OLED_Monitor34,408,408000,103436,74167,7607,99193
202509,Display,KR,Amazon,OLED_Monitor34,470,33318,31288,12043,27138,-7295
202510,Appliances,UK,Costco,OLED_Monitor34,154,51596,137600,36829,1732,83315
202511,Display,UK,Walmart,Grande_Washer,302,179029,140272,38466,16776,98329
202503,Mobile,UK,Walmart,QLED85_Q80,56,35539,8975,23068,13715,42293
202508,Mobile,KR,Costco,Galaxy_A55,381,228546,177041,11287,26747,149952
202605,Display,UK,BestBuy,Bespoke_4Door,12,135901,120923,6437,28052,110945
202507,TV,US,Costco,OLED_Monitor34,123,147233,55028,73023,18825,85944
202512,TV,DE,Walmart,Grande_Washer,41,271109,190378,50375,14742,91382
202604,TV,UK,Amazon,SmartMonitor_M8,220,16808,181630,77583,8728,86942
202603,Mobile,UK,Costco,QLED85_Q80,76,431777,81281,9431,22192,94403
202609,TV,UK,Amazon,QLED85_Q80,167,57369,33281,28779,4316,142890
202601,TV,UK,Walmart,OLED_Monitor34,394,441219,126516,51065,4090,25892
202606,Mobile,DE,Walmart,OLED_Monitor34,451,333226,67771,46362,16573,148325
202606,Mobile,KR,Target,NeoQLED_75,283,22013,200143,68481,16559,113374
202612,TV,PL,Walmart,Galaxy_S24U,325,138292,38488,71571,13467,48782
202505,TV,US,Costco,SmartMonitor_M8,384,89917,11596,17786,15612,44035
202602,Display,KR,Costco,QLED85_Q80,229,478164,44014,15795,1026,35523
202511,Mobile,UK,Target,Bespoke_4Door,314,60798,106594,36455,21609,68156
202503,Mobile,KR,Costco,QLED85_Q80,109,47735,167189,72925,20798,149559
202605,Display,US,BestBuy,Grande_Washer,393,416947,111041,41056,18698,141263
202611,Appliances,KR,Walmart,SmartMonitor_M8,77,347378,242045,31787,7805,55889
202512,Appliances,KR,Walmart,Galaxy_A55,361,128959,178542,49262,10619,48409
202503,Mobile,UK,Target,Galaxy_A55,345,89553,88753,76124,11336,-1325
202611,Mobile,DE,Walmart,OLED77_C4,242,78536,121433,47791,4035,116036
202502,TV,PL,BestBuy,Grande_Washer,122,354394,247290,53728,26924,107967
202504,Appliances,KR,Walmart,OLED_Monitor34,93,53319,215974,69161,12660,65697
202606,TV,DE,Costco,Galaxy_S24U,80,46435,248828,63598,5366,65459
202608,Appliances,PL,Walmart,Grande_Washer,372,13936,93327,58726,26072,36328
202609,Display,US,BestBuy,Bespoke_4Door,495,250863,120915,55972,28230,95190
202602,TV,US,Costco,OLED65_G4,243,345120,7169,50237,17463,71426
202508,Display,KR,Costco,Galaxy_A55,409,11611,161573,28929,25531,41803
202502,Display,PL,BestBuy,SmartMonitor_M8,364,340392,9421,47188,13915,50081
202607,Appliances,US,Target,OLED65_G4,271,233130,45480,50176,4393,119768
202510,Mobile,UK,Target,OLED65_G4,448,382214,60734,42008,10783,123728
202505,Mobile,DE,Walmart,OLED77_C4,318,240061,190783,24410,17952,146669
202511,Display,KR,Amazon,OLED77_C4,191,189489,208894,22909,22923,145013
202509,Mobile,US,Costco,Galaxy_S24U,281,442398,21806,77197,25685,84682
202604,TV,DE,BestBuy,NeoQLED_75,113,372723,137909,3445,20417,26860
202505,Appliances,UK,BestBuy,QLED85_Q80,260,267535,95934,39120,25984,83637
202603,TV,KR,Costco,Bespoke_4Door,204,318382,118881,9864,28277,95522
202602,Mobile,KR,BestBuy,Galaxy_ZFold6,44,328954,134249,40131,28946,20447
202509,Display,US,Target,SmartMonitor_M8,442,124562,91851,14913,2066,119983
202608,Appliances,KR,Target,SmartMonitor_M8,358,400024,153204,68593,23775,42151
202505,Display,DE,Costco,Bespoke_4Door,124,167458,74832,48804,21559,57012
202603,Appliances,PL,Target,Galaxy_ZFold6,44,176239,110517,25284,4964,109622
202509,TV,DE,Costco,Grande_Washer,357,140757,168804,29830,13033,140159
202504,Mobile,UK,Walmart,Galaxy_ZFold6,86,93787,219605,40667,22940,105513
202609,TV,KR,Amazon,Galaxy_ZFold6,433,295677,203821,73583,24081,137700
202609,Display,UK,BestBuy,Grande_Washer,65,417515,179804,51042,1751,122619
202504,TV,UK,BestBuy,OLED_Monitor34,205,267253,138395,23194,12510,53725
202608,Mobile,KR,BestBuy,SmartMonitor_M8,233,474274,201332,16958,29665,88687
202609,Mobile,PL,BestBuy,Jet_Cleaner,325,102835,98113,41601,4251,1568
202610,TV,DE,Amazon,Grande_Washer,349,204622,187137,75418,23246,32871
202507,Appliances,UK,BestBuy,Grande_Washer,120,459110,152293,61696,4497,46190
202603,Mobile,DE,Costco,Jet_Cleaner,397,152834,80281,43613,20716,1477
202610,Mobile,UK,BestBuy,Jet_Cleaner,128,463173,101659,57709,17752,42184
202605,Mobile,KR,Amazon,SmartMonitor_M8,337,470197,7254,30053,12439,3702
202606,Mobile,KR,Amazon,Galaxy_A55,231,96377,18169,55731,21052,42152
202507,Appliances,KR,Target,Grande_Washer,475,31019,21179,16821,23567,99814
202607,Appliances,KR,BestBuy,Galaxy_A55,491,225696,37914,61763,9882,99289
202510,Display,KR,Costco,SmartMonitor_M8,80,186757,26947,46263,3564,34615
202601,Display,DE,Target,OLED65_G4,382,84728,192169,43153,18672,141604
202502,Display,UK,Amazon,Galaxy_ZFold6,278,424101,106035,34051,9390,39648
202610,TV,US,Walmart,OLED65_G4,349,386658,200188,43860,15927,100889
202608,TV,PL,Walmart,SmartMonitor_M8,121,207414,14969,14799,23769,58452
202511,Display,US,Amazon,QLED85_Q80,484,85127,44241,25426,11597,-1509
202505,Mobile,UK,Amazon,OLED77_C4,315,158874,103359,72495,27565,2296
202506,Display,DE,BestBuy,Bespoke_4Door,210,40217,84524,74707,26729,11253
202503,TV,UK,BestBuy,QLED85_Q80,49,411687,95552,76735,25827,81706
202501,Appliances,PL,BestBuy,Galaxy_A55,303,446565,211544,64085,12763,38663
202503,Mobile,UK,Amazon,Galaxy_A55,347,330340,196452,26153,16214,117293
202503,Mobile,KR,Costco,Jet_Cleaner,447,362517,158635,24384,7007,9912
202610,Mobile,US,Amazon,Galaxy_S24U,435,242983,218589,16420,15993,146648
202504,TV,PL,BestBuy,QLED85_Q80,334,439752,241442,31372,1726,64902
202507,Mobile,PL,Amazon,Bespoke_4Door,247,344763,60170,51537,14347,-8370
202603,Mobile,US,Costco,OLED77_C4,36,400558,7888,15178,25698,71430
202511,Appliances,DE,Amazon,SmartMonitor_M8,147,499417,199079,14873,22069,60649
202606,Mobile,US,BestBuy,Galaxy_A55,154,171675,238104,10959,22176,100294
202512,TV,US,Amazon,Galaxy_ZFold6,319,197180,162393,22921,2339,112552
202504,Mobile,US,Costco,QLED85_Q80,152,302812,27141,9305,22018,134254
202612,TV,DE,Walmart,SmartMonitor_M8,260,196259,99080,51291,18115,53741
202511,Appliances,PL,Costco,OLED77_C4,473,283841,225920,73260,19702,83256
202506,Appliances,UK,Walmart,OLED77_C4,333,446409,36014,51502,14119,55262
202607,Mobile,US,Target,OLED77_C4,448,159077,209741,67184,26646,78494
202606,Display,DE,Costco,Galaxy_S24U,67,114059,197371,12233,7124,15070
202603,Appliances,UK,Costco,SmartMonitor_M8,123,12840,183730,11135,15333,32953
202503,Mobile,UK,Amazon,OLED65_G4,478,255322,10818,16977,26621,512
202605,Appliances,PL,Amazon,Bespoke_4Door,472,401705,181294,5668,8138,123232
202501,Appliances,KR,BestBuy,Bespoke_4Door,496,214469,165118,59116,7068,119638
202502,TV,UK,Amazon,SmartMonitor_M8,384,449539,52567,7052,28760,45579
202607,Display,US,Costco,Jet_Cleaner,486,124936,69457,13541,13699,42578
202509,TV,UK,Amazon,Jet_Cleaner,363,97144,38687,27911,25942,101312
202508,Mobile,KR,Target,OLED_Monitor34,180,233391,31524,65289,24520,64377
202512,Mobile,KR,Amazon,Galaxy_ZFold6,419,24999,181856,8276,9157,29532
202603,TV,PL,Walmart,Galaxy_S24U,260,439003,69755,41442,24805,90952
202611,Display,DE,Amazon,OLED77_C4,337,312795,30180,15594,18051,60391
202507,Display,PL,Costco,Galaxy_A55,203,167003,216379,25138,1722,78754
202609,Display,KR,Target,NeoQLED_75,63,319696,137476,8439,21159,-7161
202604,Appliances,DE,Amazon,Bespoke_4Door,377,417209,161760,58566,19569,77518
202507,Mobile,PL,Target,Galaxy_S24U,97,379540,60851,70335,8153,1980
202608,Appliances,US,Walmart,Jet_Cleaner,70,237398,166852,38051,16241,-9680
202609,TV,UK,Costco,Galaxy_ZFold6,347,467598,230127,43293,9865,145376
202512,Display,US,Target,OLED77_C4,121,287500,19380,73295,24789,4375
202605,Appliances,US,Target,Jet_Cleaner,475,255413,26037,33526,4101,7806
202511,Display,UK,Amazon,OLED65_G4,210,435241,95289,67608,22209,11388
202504,Appliances,UK,Target,Galaxy_S24U,137,280516,193234,58672,3832,137375
202607,Mobile,KR,Walmart,OLED_Monitor34,471,273788,106702,28507,8382,131661
202502,Display,UK,Costco,NeoQLED_75,156,286828,165574,13943,10246,115191
202502,Appliances,US,Walmart,Grande_Washer,86,280123,64247,12313,8302,23371
202612,TV,UK,Amazon,OLED77_C4,126,264116,203127,66925,22916,56994
202605,Appliances,KR,Walmart,Jet_Cleaner,452,469340,129342,36890,1708,9083
202612,TV,DE,Costco,Bespoke_4Door,343,387181,189929,56572,8330,65977
